direction_name,direction_id,trip_id,trip_headsign,service_id,route_id,wheelchair_accessible,block_id,shape_id
Southbound,1,2642__261005_Timetable_-_2026-04,A - Pickering Parkway via Taunton,SatSun_merged_943984,112,1,a_261005_Timetable_-_2026-04,100.0.2594468404_Timetable_-_2026-04
Southbound,1,2643__261005_Timetable_-_2026-04,A - Pickering Parkway via Taunton,SatSun_merged_943984,112,1,a_261005_Timetable_-_2026-04,100.0.2594468404_Timetable_-_2026-04
Southbound,1,2644__261005_Timetable_-_2026-04,A - Pickering Parkway via Taunton,SatSun_merged_943984,112,1,a_261005_Timetable_-_2026-04,100.0.2594468404_Timetable_-_2026-04
Southbound,1,2645__261005_Timetable_-_2026-04,A - Pickering Parkway via Taunton,SatSun_merged_943984,112,1,a_261005_Timetable_-_2026-04,100.0.2594468404_Timetable_-_2026-04
Southbound,1,2646__261005_Timetable_-_2026-04,A - Pickering Parkway via Taunton,SatSun_merged_943984,112,1,a_261005_Timetable_-_2026-04,100.0.2594468404_Timetable_-_2026-04
Southbound,1,2647__261005_Timetable_-_2026-04,A - Pickering Parkway via Taunton,SatSun_merged_943984,112,1,a_261005_Timetable_-_2026-04,100.0.2594468404_Timetable_-_2026-04
Southbound,1,2648__261012_Timetable_-_2026-04,A - Pickering Parkway via Taunton,SatSun_merged_943984,112,1,a_261012_Timetable_-_2026-04,100.0.2594468404_Timetable_-_2026-04
Southbound,1,2649__261012_Timetable_-_2026-04,A - Pickering Parkway via Taunton,SatSun_merged_943984,112,1,a_261012_Timetable_-_2026-04,100.0.2594468404_Timetable_-_2026-04
Southbound,1,2650__261012_Timetable_-_2026-04,A - Pickering Parkway via Taunton,SatSun_merged_943984,112,1,a_261012_Timetable_-_2026-04,100.0.2594468404_Timetable_-_2026-04
Southbound,1,2651__261012_Timetable_-_2026-04,A - Pickering Parkway via Taunton,SatSun_merged_943984,112,1,a_261012_Timetable_-_2026-04,100.0.2594468404_Timetable_-_2026-04
Southbound,1,2652__261012_Timetable_-_2026-04,A - Pickering Parkway via Taunton,SatSun_merged_943984,112,1,a_261012_Timetable_-_2026-04,100.0.2594468404_Timetable_-_2026-04
Southbound,1,2653__261012_Timetable_-_2026-04,A - Pickering Parkway via Taunton,SatSun_merged_943984,112,1,a_261012_Timetable_-_2026-04,100.0.2594468404_Timetable_-_2026-04
Southbound,1,2654__261012_Timetable_-_2026-04,A - Pickering Parkway via Taunton,SatSun_merged_943984,112,1,a_261012_Timetable_-_2026-04,100.0.2594468404_Timetable_-_2026-04
